Index,Message,Description
376,v2.1.0,
377,Update CHANGELOG.md,
378,Ensure resources are created after cluster API becomes available (#1233),"  Ensure resources are created after cluster API becomes available   Let module generate kubeconfig, since they use the exec plugin now "
379,Add binary_data attribute to kubernetes_secret (#1228),  Add binary_data attribute to kubernetes_secret   Make data a computed field 
380,Fix perpetual diff in claim_ref (#1227),"The claim_ref attribute would perpetually show a diff if the PV was created without a claim_ref specified. This is because all PVs gain a claimRef once a PVC binds to it. (This creates the bi-directional link between PV and PVC, and it's done on the Kubernetes API side). To support this, module is now a Computed attribute, and it will update to show the claimRef once a PVC has bound to the PV, (only now it will do so without creating a diff in terraform). Also added extra tests to catch this case and moved claim_ref's flatteners/expanders/tests into the correct files."
381,Revert changes to EKS test-infra (#1225),Revert changes to EKS test-infra back to commit 078e9dbf590597893965402c6536902be44f92f9. Add experimental test-infra for testing provider authentication issues.
382,Update FAQ.md,
383,"Update examples for EKS, GKE, AKS (#1220)","Made various improvements as part of testing ConflictsWith branch and terraform 0.15-rc1. Added required_provider block to each module, and simplified configurations."
384,doc: clarify file config authentication (#1128),Add note about the authentication order of precedence when using a kubeconfig file.
385,Update test-infra for EKS (#1219),"Update the helm test, provider aliases, and kubeconfig_path output. Remove kubernetes provider from AKS and GKE."
386,Update CHANGELOG.md,
387,Add link to Kubernetes 'Running Automated Tasks with a CronJob' for cron job resource. (#1200),
388,validateTypeStringNullableIntOrPercent should tolerate module value (#1107),  validateTypeStringNullableIntOrPercent should tolerate module value   Add unit test for validateTypeStringNullableIntOrPercent   Co-authored-by: John Houston link
389,Add secret_namespace to volume_source azure_file (#1204),  Add secret_namespace to volume_source azure_file   Update kubernetes/schema_volume_source.go   Co-authored-by: Stef Forrester link
390,Create CSR returns the wrong error (#1206),Log the error returned by module.
391,Fix grammar in Network Policy documentation (#1210),
392,kubernetes_cron_job should not force new (#1212), kubernetes_cron_job should not force new
393,add support for setting the persistent volume claimRef (#1020),  add support for setting the persistent volume claimRef   Adapt to recent test framework changes   Co-authored-by: Alex Somesan link
394,update EKS test-infra (#1215),
395,Updates to allow switching default branch to main (#1211),
396,Update EKS test-infra (#1203),This commit simplifies the EKS infrastructure by moving the config map and kubeconfig file generation into the EKS cluster module. It also adds a test for a progressive apply scenario involving file creation.
397,v2.0.3,
398,Update CHANGELOG.md,
399,Enable helm pre-release test in TC (#1197),Test helm provider with the latest change before release.
400,Fix CI tests for EKS (#1196),  fix TestAccKubernetesService_generatedName   test helm too 
401,Use locally compiled k8s provider in TC tests (#1195),Use local provider to catch CI specific errors before they're merged.
402,Fix some acceptance test errors (#1194),  Ensure test for 961 passes with expected error   comment out  TestAccKubernetesJob_ttl_seconds_after_finished until feature exists   removed superfluous broken test for Endpoints   Removed check for volumes that no longer exist   These were removed in https://github.com/hashicorp/terraform-provider-kubernetes/pull/1096   fix importStateVerify error   fix import errors 
403,Remove kubeconfig file check (#1193),The kubeconfig file check seems to cause problems when using local_file to create the kubeconfig in the same apply. Solves https://github.com/hashicorp/terraform-provider-kubernetes/issues/1142
404,Replace EKS test-infra with code from example (#1192),Replace EKS test-infra with code from example.
405,Update CHANGELOG.md,
406,Update Go version for build system (#1190),Our build system requires Go version 1.16+ for darwin/arm64 builds.
407,Fix resource_field_ref schema for projected_volume (#1189),
408,Update authentication section of docs (#1132),
409,Bump terraform-plugin-sdk to v2.4.4 (#1180),
410,support topologySpreadConstraint in pod spec schema (#1022),
411,r/ingress - wait for ingress to be deleted (#1143), Wait for Ingress to delete Replace ErrStatus.Code -> errors.IsNotFound
412,Fix namespace resource in ingress example (#1158),
413,updating service docs (#1148),Co-authored-by: John Homan link
414,fix diff suppression for resource quantities in pv and pvc (#1145),
415,Update Terraform Plugin SDK (#1161),Version 2.4.3 adds Acceptance Test compatibility with Terraform 0.15.
416,Switch Typhoon configuration away from Fedora CoreOS / delete 1.18 stage (#1147),
417,Fix name of datasource in getting statrted guide example. (#1146),
418,v2.0.2,
419,Prepare release 2.0.2,
420,Read operation should set resource id to null if not found (#1138),  Read operation should set resource id to null if not found   Add regression test for SetId bug 
421,Add service timeouts docs (#1019),
422,v2.0.1,
423,Update CHANGELOG.md,
424,Update CHANGELOG.md,
425,Update docs and examples for Ingress and Service (#1125),Update docs to reflect new schema for module.
426,FIX resources state migration should migrate empty array (#1126), FIX resources state migration should migrate empty array Update deployment regression test to include empty limits block
427,Update README.md,Update link to 2.0 upgrade guide.
428,v2.0.0,
429,Update CHANGELOG.md,
430,"Add updated examples for AKS, GKE, EKS (#1115)",Add some examples of using cloud providers with version 2 of the Kubernetes and Helm providers.
431,Add docs for credential refresh (#1121),Update docs for 2.0 release.
432,Update CHANGELOG.md,
433,remove empty provider block check (#1120),
434,update terraform-plugin-sdk to 2.4.0 (#1119),
435,Fix regression tests and remove self_link from metadata (#1110),"The regression tests which run StateUpgraders on the optional module attribute have stopped working. This commit adds the module attribute explicitly to each regression test, which allows the StateUpgrader to run. (This is only needed during acceptance tests, since the StateUpgrader is able to run during a manual terraform refresh or terraform apply). This also removes SelfLink from metadata, since that field is no longer populated as of Kubernetes version 1.20. (Otherwise, acceptance tests fail when running on 1.20)."
436,Remove StateUpgraders from data sources (#1109),"Remove StateUpgraders from data sources Data sources don't need their own StateUpgraders, since they are able to read data from resources that have had their states upgraded. Add a test to ensure a state-upgraded resource is readable by its corresponding data source."
437,v2.0.0 upgrade guide and change log (#1077),Create upgrade guide for v2.0.0 and update change log. Co-authored-by: Phil Sautter link Co-authored-by: Stef Forrester link
438,Add StateUpgrader for LoadBalancerIngress (#1098),Also update EKS test-infra to allow using load balancers with Ingress.
439,Fix PodSpec defaults and related acceptance tests (#1074),  Remove deprecated replicationController spec.   Make PodSpec ForceNew more explicit.   Add make target for regression upgrade tests.   Standardize image versions used in acceptance tests   to minimize docker pulls from dockerhub.   Ensure init container is always updatable.   Ensure mutable JobSpec fields are updatable.   Co-authored-by: Ilia Lazebnik link Co-authored-by: Patrick Decat link
440,Credentials changes for v2.0.0 (#1052), Remove load_config_file and support for KUBECONFIG environment variable Change config_path -> config_paths Support config_path and config_paths Fix crash in kubernetes_job waiter  Co-authored-by: Stef Forrester link
441,Remove default token volume and volume_mount from Pod state (#1096),"To avoid perpetual diff when using module, skip adding the service account's volume to state."
442,Fix perpetual diff in StatefulSet (#1098),
443,Add StateUpgraders for resources field change (#1082),"  Add StateUpgrader for kubernetes_deployment   Add StateUpgraders for pod, job, cronjob, daemonset, statefulset "
444,"change fs_group, run_as_user, run_as_group to strings (#1093)",
445,Create question.md (#1084),  Create question.md   Add a request for Kubernetes version 
446,Mention csi in persistent_volume_source (#1081),
447,Change replicas to TypeString for statefulset and deployment (#1079), Change replicas to TypeString for statefulset and deployment Fix metadata bug in statefulset
448,add ingressClassName (#1057),Signed-off-by: Christian Niehoff link
449,Add timeout argument to kubernetes_stateful_set (#1047),
450,Update index.html.markdown (#1062),
451,fix assertion in TestAccKubernetesPersistentVolume_hostPath_nodeAffinity (#1067),Signed-off-by: Dan Vulpe link
452,Restructure service and ingress to match K8s API (#1071),
453,Add divisor to resource_field_ref (#1063), Add divisor to resource_field_ref  Add module field to resource_field_ref. Add acceptance tests for resource_field_ref. This is a cherry-pick of https://github.com/hashicorp/terraform-provider-kubernetes/pull/538   Update wait_for logic to wait until Deployment pods are Ready   Fix permissions error in Deployment acceptance test   Co-authored-by: Joshua Hoblitt link
454,Update to Terraform SDK v2.2.0 (#1061),This quick/minor update will give us the ability to more accurately test schema attributes of TypeSet.
455,Change resources requests and limits to TypeMap  (#1065),
456,Fix service load balancer crash (#1070),
457,add upgrade test for daemonset (#1064),
458,Normalize automount_service_account_token to be in line with the K8s API (#1054),
459,"Normalize wait defaults across Deployment, DaemonSet, StatefulSet, Service, Ingress, and Job (#1053)",
460,Fix acceptance test issues from SDKv2 upgrade (#1055),
461,Update Terraform SDK to v2 (#1027)," Update to Terraform SDK v2. Update import paths and functions to use Terraform SDKv2. Add support for testing multiple versions of the provider. Add module to the storageclass resource,   authored by Ilia Lazebnik in PR   https://github.com/hashicorp/terraform-provider-kubernetes/pull/910 Fix acceptance tests and add upgrade tests."
462,fix(job): typo in error message (#1048),
463,v1.13.3,
464,Small fix to CHANGELOG structure,
465,Update CHANGELOG,
466,Update job documentation (#1042),"Fix update description, it was missing a backtick."
467,Pin down golang.org/x/sys working version to fix builds for macOS (#1046),
468,Expose kubeconfig path out of Typhoon test environment. (#1035),
469,Pin down 'github.com/moby/term' dependency to Fix build for windows/386 (#1034),
470,Update changelog for v1.13.3 (#1033), Update changelog for v1.13.3
471,r/deployment - add support for readiness_gate (#949),Add support for readiness_gate on Pod spec
472,Update Pull Request Lifecycle docs (#1032),
473,Update CHANGELOG.md,
474,Add Azure Managed disk to PV resource (#1011), Add azure managed disk to persistent volume resource Fix broken tests around volume expansion. Add Azure Managed Disk example. Add tests for Azure disk types. Add Custom Diff to help with Azure configuration. Update EKS test-infra to include region. Update cloud provider checks in acceptance tests.  This is a cherry-pick of work done by Pierre Chalamet in PR https://github.com/hashicorp/terraform-provider-kubernetes/pull/837 with some additional tests and fixes added. Solves https://github.com/hashicorp/terraform-provider-kubernetes/issues/202
475,Create codeql-analysis.yml (#1025),
476,Fix api_group requirement in cluster_role_binding and role_binding (#1024),
477,Update CHANGELOG.md,
478,Refactor Typhoon test configuration to allow selection between 1.18.x and 1.19.x versions of Kubernetes. (#992),
479,Add support for enable_service_links to the pod specification (#975),Co-authored-by: Mathy Vanvoorden link
480,Update acceptance tests for tfproviderlint (#962),Acceptance tests have been updated based on results from running tfproviderlint. Partially solves  https://github.com/hashicorp/terraform-provider-kubernetes/issues/887
481,Update Go dependencies for upcoming Azure work (#968), Update Go modules & dependencies. Refactor Kubernetes API calls to use contexts (required by client-go version). Add Azure provider to acceptance tests. Add Azure Go modules and dependencies. Updates Azure test-infra to the lastest version of the Azurerm provider.
482,Fix service test leaking ELBs (#1013),
483,Fix annotation diffs on affinity tests (#993),
484,CI checks for docs website (registry migration) (#989)," Remove website and website-test Makefile targets. Add new targets for linting website (and _test.go files). Add link-check for website. Add markdown check for website. Remove unused errcheck target.   (We can use tfproviderlint once issue #887 is resolved). Fix all linting errors in website and _test.go files. Update Travis to run new make targets. Update Travis VM OS version.  Since the provider documentation has been migrated to the Terraform Registry, the Makefile targets 'website' and 'website-test' no longer serve a function, and instead cause CI failures. In place of these tests, the following checks have been added: * terrafmt * tfproviderdocs * misspell (for common spelling errors. Not a full spell-check). * markdownlint-cli * markdown-link-check"
485,v1.13.2,
486,Update changelog for v1.13.2 (#1001),
487,bugfix: should not force new resource for deployment when affinity label selectors change (#755),
488,health_check_port_node should force replacement (#986),
489,Fix reported replica count when waiting for Deployment rollout (#998), Fix reported replica count when waiting for Deployment rollout
490,Update PULL_REQUESTS.md,
491,Update CONTRIBUTING.md,
492,wait for service to be deleted (#976),
493,Fix empty_dir forced replacement (#985), Fix spurious forced replacement in empty_dir volume
494,v1.13.1,
495,Update CHANGELOG.md,
496,Fix crash when SizeLimit is empty on EmptyDirVolumeSource (#983),
497,Update README.md (#981), Update README.md  Just a suggestion for making users aware that the alpha provider exists. We'll do the same in the registry description. Added the mention of a future merge plan (for those that ask) but feel free to drop if you are not comfortable with that :)
498,v1.13.0,
499,Update warnings to use the ~> syntax (#974),
500,Update CHANGELOG.md,
501,Fix crash when deferencing nil pointer in v1beta1.IngressRule (#967),
502,Update CHANGELOG.md,
503,Update pull_request_template.md,
504,add projected volumes in pod_spec (#907), add projected volumes in pod_spec  fixes #818  Add 'projected' attribute to Pod docs  Co-authored-by: Alex Somesan link
505,Minor update to note language,
506,Update Getting Started to Learn tutorials (#979),  Update Getting Started to Learn tutorials   remove note   Update link UTM 
507,Remove suspend = true from cronjob example (#597),Co-authored-by: benjamin-maynard link
508,fix: add termination_message_policy to container schema (closes #442) (#847),  fix: add termination_message_policy to container schema (closes #442)   Add ValidateFunc for termination_message_policy   Co-authored-by: Patrick Decat link   Add module to pod schema documentation   fix: add tests for termination_message_policy   fix: test for termination_message_policy_override_as_fallback_to_lgs   fix: use Computed on FallbackToLogsOnError not Default   fix typo   Co-authored-by: Patrick Decat link
509,Fix failing test for data source kubernetes_service (#972),
510,Add support for volume mode (#939),Add module to PersistentVolume schema.
511,Add module resource (#876),"This commit adds a new resource: module. The resource allows users to ""adopt"" the Kubernetes-created module service account into Terraform. This enables Terraform to manage attributes of the default SA at install time, rather than requiring an import. For example, the addition of an image-pull secret or other secret can be added to the default SA at provisioning time."
512,Add support for module for module block (#912),Add module for module in pod schema.
513,Update config.yml,
514,Add roadmap to issues template,
515,Add module to Service resource (#908), Add support for module + some validations. Refactor tests + add update case for health check node port.
516,Add support for module to module resource (#911),Add support for module to module resource. https://kubernetes.io/docs/reference/access-authn-authz/rbac/#aggregated-clusterroles
517,Fix url attribute in admissionregistration client_config.service block (#959),
518,Wait for deployment to delete (#937),"This commit adds a retry to the Deployment resource's Delete function, which causes it to wait until the resource is deleted before returning. This fixes a race condition where old Deployment objects still exist during replacement. Solves #697"
519,Add sysctl support to pod spec (#938),This commit adds support for setting sysctl values in pod spec. https://kubernetes.io/docs/tasks/administer-cluster/sysctl-cluster/#setting-sysctls-for-a-pod
520,Allow in-place update of PVC's storage request (#957),"The Kubernetes API allows in-place updates of a PVC's module field. This commit updates the PVC resource to allow the same. A PVC's storage request may increase in-place, but the API does not allow it to decrease in place. Therefore, the provider will recreate the PVC in the case that module decreases. This will shield the user from this specific Kubernetes API error: module And it provides an additional convenience by handling the delete/re-create automatically. The acceptance tests run specifically on GKE (to test a cloud provider's filesystem + block storage expansion) and on minikube (simply to test that the module attribute is updated in place when needed)."
521,Add resource CertificateSigningRequest (#922),"Add a resource to create a CertificateSigningRequest, which saves the generated certificate as a logical resource in tf state. The cert is saved locally rather than in Kubernetes, since CSRs in Kubernetes are automatically deleted by a garbage-collection controller."
522,Removing restart_policy from example,"Setting restart_policy=OnFailure will make hard time to new users that they will not be able to get to logs of their cronjobs, better if it is not there for the example (which will obviously be used as a template for their new jobs)."
523,"No need to skip TestProvider_configure unit test, just properly reset environment after run",
524,Recreate Storage Class on VolumeBindingMode update,"volumeBindingMode is an immutable field, so the resource needs to be recreated if that field changes."
525,r/kubernetes_secret docker config example,"An additional example in the kubernetes_secret resource, showing how to configure an image secret config without an existing docker config file."
526,Update README.md,
527,Cleanup after v1.12.0 release,
528,v1.12.0,
529,Update CHANGELOG.md,
530,Update CHANGELOG.md,
531,Update ROADMAP.md,fix tiny misspelling
532,docs: Fix spacing so the page renders properly,"Without these two spaces, the side nav bar fails to render on the website."
533,Update staleness check,We have had a few runs of the staleness checker to bring the backlog under control. Extending the check to 365 days of inactivity.
534,Fix crash in resource_kubernetes_pod_security_policy host_ports attribute (#932),
535,Add wait_for_rollout to kubernetes_stateful_set (#914),Co-authored-by: Stef Forrester link
536,Add wait_for_rollout attribute to kubernetes_deployment (#916),
537,Cleanup after v1.11.4 release,
538,v1.11.4,
539,Update CHANGELOG.md,
540,r/persistent_volume - add support for CSI (#817),
541,Add Q3 2020 roadmap (#906),  Add Q3 2020 roadmap   Update ROADMAP.md   Update ROADMAP.md   Update ROADMAP.md 
542,Add go-version file (#915),
543,doc: mention Delete reclaim policy,
544,Update memory's unit,Should be Mi (mebibyte) not M.
545,Set service block to optional for webhook configurations (#902),
546,Allow ttl_seconds_after_finished = 0 in kubernetes_job resource (#849),Signed-off-by: Alex Snast link
547,Update target project,
548,document inverse of k8s default behaviour (#814),
549,Update CHANGELOG.md,
550,Add data source for Pod and PVC (#715),Data sources authored by user 'smjtd'. Co-authored-by: Stef Forrester link
551,Update GKE example to remove deprecated (#895),
552,Skip tests for CSIDriver if cluster version is less than 1.16,
553,Add CSIDriver resource (#825),
554,Pod security policies (#861),Co-authored-by: Andy Royle link
555,"Possible typo, missing underscore (#893)",
556,Add Kubernetes Job - module functionality (#625),"The current behavior of module resource is to return immediately once it successfully creates the Kubernetes job resource. This behavior, however, creates a problem when we are using Kubernetes Jobs as a dependency step. For example, one may use Kubernetes Job to prepare/update the environment, before advancing to using the environment (database migration, etc.) In such cases, it is essential to wait until the successful completion of Kubernetes Job to proceed to the next step. Co-authored-by: Alex Somesan link Co-authored-by: Michele Zuccala link Co-authored-by: John Houston link"
557,Support optional flag for ConfigMap mounted as volume (#823),
558,use a more common example config for provider quickstart (#751),
559,fix(provider): do not swallow client config errors (#780),
560,Add volume_binding_mode resource docs (#883), Add volume_binding_mode resource docs  Looks like this was added to the data source docs here but the resource got omitted: https://github.com/hashicorp/terraform-provider-kubernetes/pull/266  Add required/optional info to volume_binding_mode
561,add configuration for LKE based acceptance test environment (#851),
562,Support optional on env valueFrom for secret key/configmap key (#824),
563,Replace all instances of old github org with new one (#880),"As part of the migration to the module github org, replace all instances of module with module. Also ran module."
564,Update .hashibot.hcl (#885),
565,Docs: Change host_alias to host_aliases (#869), Bugfix: host_alias to host_aliases  Bugfix: host_alias to host_aliases  Update pod and daemonset documentation to reflect host_aliases  Per https://github.com/terraform-providers/terraform-provider-kubernetes/pull/413#issuecomment-485975104 Co-authored-by: Miguel David link
566,Configure travis for repo migration (#879),"As part of the migration to the hashicorp github org, travis needs to be configured to use vendoring (default in 1.14+ when the vendor dir is present) and Go modules. This also configures travis to use the same version of Go as our docs recommend."
567,Delete issues.yml (#875),
568,Update FAQ.md (#867),
569,Clarify Network Policy documentation (#669),  Clarify Network Policy documentation   Improve Network Policy documentation 
570,Add community note (#862),
571,Adding more detail to the container port documentation (#698),"  Explaining container ports in more depth   Adding more detail on the port blocks   Linking to the port block reference  Explicitly saying that the port field is made of 1 or more blocks, and can be used multiple times"
572,Fix broken links in kubernetes_cron_job README (#572),Replace two broken links pointing to git.k8s.io in the README to their (working) github.com/kubernetes equivalent.  Links now tested and working.
573,Improve readme and associated documentation (#857),
574,Update metadata name attribute to required,
575,Update getting-started.html.markdown,Remove duplicated module lines in Kubernetes provider section
576,Remove namespace from metadata attributes (#858),
577,Add missing space (#832),
578,Update cron_job.html.markdown (#852),The ttl_seconds_after_finished field in the example was placed into the wrong spec object! This resulted in the example not working for users blindly copying over the resource declaration.
579,Cleanup after v1.11.3 release,
580,v1.11.3,
581,Add an example for GKE + NFS + PVC (#840),This example config shows how to use GKE with Google Filestore (NFS) to create Persistent Volumes in Kubernetes. Co-authored-by: John Houston link
582,Update CHANGELOG.md,
583,New datasources: kubernetes_namespace & kubernetes_all_namespaces (#701),This change introduces a couple of new data sources for reading Kubernetes Namespace resources. module is a standard data source that exposes the attributes of a given namespace. module is an enumerating data source that lists all available namespaces within a cluster. It can be used to test for the presence of a specific namespace or for applying a resource to all namespaces.
584,Update CHANGELOG.md,
585,Add ingress data source and move to swagger docs for ingress (#845),This commit pulls in the work done by Anton Thomma link to add the ingress data source. (Original PR https://github.com/terraform-providers/terraform-provider-kubernetes/pull/615). This solves issue https://github.com/terraform-providers/terraform-provider-kubernetes/issues/514. It also adds a few syntax fixes and swagger docs to the ingress data source and resource.
586,Update CHANGELOG.md,
587,Cleanup after v1.11.2 release,
588,v1.11.2,
589,Merge pull request #834 from terraform-providers/add_badges,Add release badge and license badge
590,Add release badge and license badge,
591,Add wait_for_load_balancer field to kubernetes_ingress (#830), Add wait_for_load_balancer field to kubernetes_ingress  Co-authored-by: Alex Somesan link
592,Add kubernetes_mutating_webhook_configuration (#829),Co-authored-by: Stef Forrester link
593,Add support for ValidatingWebhookConfiguration (#806),Co-Authored-By: Stef Forrester link
594,Merge pull request #822 from aareet/add_issue_grooming,Add issue pruning features
595,Fix token name,
596,Add issue pruning features,
597,Merge pull request #815 from dak1n1/20200409,Update changelog
598,Update changelog,Updating to reflect changes from these PRs: * https://github.com/terraform-providers/terraform-provider-kubernetes/pull/801 * https://github.com/terraform-providers/terraform-provider-kubernetes/pull/731 * https://github.com/terraform-providers/terraform-provider-kubernetes/pull/796
599,Merge pull request #731 from andrein/data_source_kubernetes_service_account,Add kubernetes_service_account data source
600,Changes per code review,
601,Add data_source_kubernetes_service_account docs,
602,Add data_source_kubernetes_service_account tests,
603,preliminary support for service account data source,
604,Merge pull request #809 from terraform-providers/aareet_update_issue_templates,Update issue templates
605,Include provider version in header,
606,Update issue templates,
607,Add configuration for Typhoon based acceptance test environment (#807),
608,Merge pull request #801 from dak1n1/configmap,Add data source for reading config maps
609,Merge pull request #802 from terraform-providers/aareet_add_github_actions,Add Github Actions for issues+PRs
610,Add Github Actions for issues+PRs,
611,clarify and simplify the data source tests,
612,Add data source for config map,Add data source for reading config maps. Based on PR https://github.com/terraform-providers/terraform-provider-kubernetes/pull/90. Solves https://github.com/terraform-providers/terraform-provider-kubernetes/issues/76.
613,Merge pull request #796 from dak1n1/version_validation,Fix modules for Go version 1.13
614,Go 1.13 introduced version validation with some specific requirements:,"  Modules listed with module must not contain a module.   Modules with versions other than module or module must have import paths    that specify the version. (Such as module).   https://golang.org/doc/go1.13#version-validation Given these two requirements, we needed to update the go.mod file in this repo to include the pseudo-versions of modules (ie, module instead of module). The specified versions still point to the same commit in their respective git repos."
615,Merge pull request #773 from terraform-providers/hpa-v2,Add support for metrics field in horizontal_pod_autoscaler
616,Fix ttl_seconds_after_finished acc test,
617,Add metric field to kubernetes_horizontal_pod_autoscaler,
618,Merge pull request #745 from terraform-providers/add-ttl-after,Add ttlSecondsAfterFinished to kubernetes_job and kubernetes_cron_job
619,Pin AzureRM provider to pre-2.0.0 versions (#778),
620,Cleanup after v1.11.1 release,
621,v1.11.1,
622,Update CHANGELOG.md,
623,Bump provider SDK to v1.7.0 (#777),
624,Defer client initialization to improve resilience (#767),  Lazy client initialization and client accessor functions   Don't fail ConfigureFunc on invalid configuration. Print warnings about future failures.   Fix credentials validation for acceptance tests.   Propagate client setup errors   Document credential interpolation issues 
625,Explicitly skip check if ttlAfterFinished gate is not enabled,
626,Fix static provider config code block (#771),This fixes a code block that is not rendered correctly on the Kubernetes provider getting started page.
627,Cleanup after v1.11.0 release,
628,v1.11.0,
629,Update CHANGELOG.md,
630,add mount_options argument to kubernetes_persistent_volume (#429),  add mount_options argument to kubernetes_persistent_volume   add simple kubernetes_persistent_volume mount_options test   Wait-retry for PVC deletion   Add documentation for 'mount_options' on PV   Fix PV test for 'mount_options'   Co-authored-by: Alex Somesan link
631,Support for mount_options for StorageClass (#653), CW Supporting mount_options for storageclass CW Supporting documentation for storageclass/mount_options Update kubernetes/resource_kubernetes_storage_class.go
632,Do not force base64 encoding for the ca_bundle (#735),
633,Refactor kubernetes client config initialization and fix in-cluster config (#690)," Revert ""Support in-cluster configuration with service accounts (#497)""  This reverts commit e8360394f5d414f7eaf029de3ebed4bd8261249d.   Fix in-cluster config   Fix in-cluster config   Add in-cluster and cross cluster examples   Update in-cluster example   Fix passing bare IP addresses in provider's host field   Fix in-cluster and cross-cluster examples when not using custom builds   Replicate what defaultServerUrlFor() does with config but for overrides to support both HTTP and HTTPS when a bare IP address is passed into the host provider field   Log when selecting to load the client config from file   Co-authored-by: Alex Somesan link"
634,Skip ttlAfter test,
635,Add ttlSecondsAfterFinished to kubernetes_job and kubernetes_cron_job,
636,Allow 3s age gap between serviceaccount and secret (#748),"Importing service accounts isn't always working on EKS clusters, which sometimes see secrets created more than one second after the service account, as reported in https://github.com/terraform-providers/terraform-provider-kubernetes/pull/377#issuecomment-540126765 and https://github.com/terraform-providers/terraform-provider-kubernetes/issues/268#issuecomment-578469711  With some fields removed for clarity: module It's not clear what could be causing this. In our case, the cluster was brand new at the time the account was created, as can be seen in the relatively low resourceVersions. Maybe it's load, maybe it's clock drift between API servers (where creationTimestamp is injected, AFAIK). No matter the cause, this is a real problem and it's stopping imports. This is the simplest fix. A more comprehensive one could also double check that the annotations for SA name and the UID on the secret match with the account's. If more than one secret matches all criteria, perhaps the oldest one could be picked. But that's all better addressed separately."
637,Add module to static configurations (#750),without these the provider will keep trying loading irrelevant local file
638,Add support for startup_probe  (#739),"  Add startupProbe to container spec   Update docs for daemonset, pod, deployment to include startup_probe   Add test helper function for skipping cluster versions   Add acceptance test for startup_probe   Update docs with feature gate link   Remove superfluous import alias   Fix daemonset docs   Fix whitespace in pod test "
639,Revendor after plugin-sdk bump,
640,go get -u github.com/hashicorp/terraform-plugin-sdk@v1.4.1 (#733),
641,Go v1.13 module compatibility (#732), Go v1.13 module compatibility fixes  This commit uses a replace directive to correct an invalid pseudo-version in a transitive dependency on github.com/Azure/go-autorest. It also corrects an invalid pseudo-version in github.com/keybase/go-crypto.  Switch TravisCI build environment to Go 1.13.x  Co-authored-by: Alex Somesan link
642,Fix broken link in ResourceQuota documentation (#730),
643,Fix (cluster-)role bindings and rules updates (#714), Add test showcasing bug in role binding patch Fix kubernetes_cluster_role_binding and kubernetes_role_binding updates when there are removals Add test cases to reproduce bug on Cluster Role updates in presence of removals Fix kubernetes_cluster_role updates when there are rule removals Add test cases to reproduce bug on Cluster Role Reference updates Fix bug on Cluster Role Reference updates doing nothing (requires binding replacement)
644,Fix GKE test infra attributes for Google provider v3.x.x (#700),
645,Update description to match other official providers (#699),See: - https://github.com/terraform-providers/terraform-provider-google/blob/master/README.md#terraform-provider-for-google-cloud-platform - https://github.com/terraform-providers/terraform-provider-helm/blob/master/README.md#terraform-provider-for-helm - https://github.com/terraform-providers/terraform-provider-azurerm/blob/master/README.md#terraform-provider-for-azure-resource-manager
646,Fix namespacing issues on kubernetes_priority_class (#682),
647,Cleanup after v1.10.0 release,
648,v1.10.0,
649,Fix changelog,
650,Prepare changelog for v1.9.1,
651,Add PodDisruptionBudget (closes #320) (#338), Add support for PodDisruptionBudget
652,go mod vendor,
653,go mod tidy,
654,Update module hashicorp/terraform-plugin-sdk to v1.3.0 (#677),
655,Add mount_propagation to volume mount (#552),"Mount propagation allows for sharing volumes mounted by a Container to other Containers in the same Pod, or even to other Pods on the same node. See [1] MountPropagation has been GA since K8s 1.14. [1] https://kubernetes.io/docs/concepts/storage/volumes/#mount-propagation"
656,Do not set default namespace for replication controller and deployment pod templates (#275),
657,Updated host_alias property name to host_aliases (#670),"https://github.com/terraform-providers/terraform-provider-kubernetes/pull/367/files Added this support, currently it appears that the property name is module and not module"
658,Add support for kubernetes_api_service.spec.service.port (#665),
659,Update k8s.io/kube-aggregator commit hash to aa872b0 (#638),  Update k8s.io/kube-aggregator commit hash to aa872b0   go mod tidy   Re-vendor modules 
660,Adapt client calls and imports for client-go v12 (#663),  go mod tidy   Re-vendor modules   Adapt client package imports and usage for client-go v12 
661,Support priorityClassName in PodSpec. (#646),"This adds support for this field in PodSpec, part of Deployments, StatefulSets, CronJobs and anything else that embeds a PodSpec. The PriorityClass resource was added in #495. Fixes #506."
662,Update module k8s.io/client-go to v12 (#648),
663,Update module hashicorp/terraform-plugin-sdk to v1.2.0 (#659),
664,Merge pull request #651 from terraform-providers/provider-bumps,provider: Migrate to standalone plugin SDK v1.1.1
665,Migrate to SDK 1.1.1,
666,deps: terraform-provider-google@v2.17.0+incompatible,
667,deps: terraform-provider-aws@v2.32.0+incompatible,
668,set cascading delete policy to default delete option (#643),
669,Go 1.12.x in Travis,
670,Bump Go to 1.12.10 and mod tidy.,
671,Support in-cluster configuration with service accounts (#497),"Prior to this commit, the provider supports authenticating through a local module or through various configuration provided directly to the provider or from the environment. The provider however, did not authenticate using a service account when running inside a Kubernetes pod. This commit provides support for loading in-cluster configuration so that the provider can be used inside a Kubernetes pod (with a service account) without much additional configuration. The use-case for this is running Terraform via Atlantis inside a Kubernetes pod. But, outside of Atlantis, there may be cases where we want to run some Terraform automation inside a pod (e.g. GitLab runner)."
672,Update module google/go-cmp to v0.3.1 (#629),
673,Update module hashicorp/terraform to v0.12.10 (#639),
674,set option to cascade delete job resources (#635),This is also the default behavior from kubectl.
