Index,Release Note,Release Note Abstract
244,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases (JENKINS-60661).  See https://jenkins.io/changelog/ for the official changelogs.  For changelog.yaml drafts see the attached asset.
``yaml
- version: 2.214
  date: 2020-01-12
  changes:
  - type: major rfe
    category: major rfe
    pull: 4387
    issue: 60381
    authors:
    - jeffret-b
    message: |-
      PR title: [JENKINS-60381] Remove old, deprecated agent protocols.
      Proposed changelog:
      * Remove old, deprecated, unsupported agent protocols Inbound TCP Agent Protocol/1, Inbound TCP Agent Protocol/2, and Inbound TCP Agent Protocol/3. ([issue 60381](https://issues.jenkins-ci.org/browse/JENKINS-60381))
      * Update Remoting from 3.36 to 3.40 to remove unsupported protocols and minor maintenance improvements. (full [changelog](https://github.com/jenkinsci/remoting/releases))
  - type: major rfe
    category: major rfe
    pull: 4415
    issue: 40228
    authors:
    - ksenia-nenasheva
    - oleg-nenashev
    - jglick
    message: |-
      PR title: [JENKINS-40228] Remove Enable Security checkbox in the Global Security configuration (follow-up)
  - type: rfe
    category: rfe
    pull: 4207
    issue: 59412
    authors:
    - jsoref
    message: |-
      PR title: [JENKINS-59412] Clarify that build history does not include pipeline stages
      Proposed changelog:
      * [JENKINS-59412](https://issues.jenkins-ci.org/browse/JENKINS-59412), Clarify that build history does not include pipeline stages
  - type: rfe
    category: rfe
    pull: 4194
    issue: 59220
    authors:
    - 'TODO: Karthick Prabu Ponnusamy'
    message: |-
      PR title: [JENKINS-59220] - Updated EnvVars to add a method that extends putAll functionality
      Proposed changelog:
      * Internal: Add a method in EnvVarswhich extends TreeMap.putAll() functionality, filtering out the null values
  - type: rfe
    category: rfe
    pull: 4404
    issue: 60579
    authors:
    - 'TODO: aHenryJard'
    message: |-
      PR title: [JENKINS-60579] - Allow the usage of DescriptorVisibilityFilter to filter View properties on UI.
      Proposed changelog:
      * Entry 1: Allow the usage of DescriptorVisibilityFilter to filter View properties on UI.
  - type: rfe
    category: rfe
    pull: 4414
    issue: 60634
    authors:
    - jglick
    message: |-
      PR title: [JENKINS-60634] Define $WORKSPACE_TMP for (non-Pipeline) builds
      Proposed changelog:
      * The environment variableWORKSPACE_TMP` may now be used from (non-Pipeline) builds to access a temporary directory associated with the build workspace.
  - type: bug
    category: bug
    pull: 4271
    issue: 42658
    authors:
    - ilpianista
    message: |-
      PR title: [JENKINS-42658] - Fix NPE in Agent API when the agent is offline (e.g. retrieving agent version or OS description)
      Proposed changelog:
      * [JENKINS-42658] - Fix NPE in Agent API when the agent is offline (e.g. retrieving agent version or OS description)
  - type: bug
    category: bug
    pull: 3904
    issue: 56152
    authors:
    - jsoref
    message: |-
      PR title: [JENKINS-56152] Improve plugin manager UI wording + [JENKINS-56173] - Fix JavaScript error in Plugin Manager when optional dependency metadata cannot be retrieved
      Proposed changelog:
      * [JENKINS-56152], bug - Improve wording in Plugin Manager UI
      * [JENKINS-56173], bug - Fix JavaScript error in Plugin Manager when optional dependency metadata cannot be retrieved
  - type: bug
    category: bug
    pull: 4420
    authors:
    - darxriggs
    message: |-
      PR title: Fix minor issues in localization files (escaping, incomplete entries, etc.)
  - type: bug
    category: bug
    pull: 4418
    authors:
    - darxriggs
    message: |-
      PR title: Fix typos & spelling in Javadoc and WebUI
# pull: 4379 (PR title: [JENKINS-36720] - Fix Spotbugs issues (SE_COMPARATOR_SHOULD_BE_SERIALIZABLE, ES_COMPARING_STRINGS_WITH_EQ))
  # pull: 4412 (PR title: Simplify CoreUpdateMonitor/message.properties: changelog.url → jenkins-version.properties)
  # pull: 4421 (PR title: Inlining test-pom into test and removing test-jdk8)
  # pull: 4423 (PR title: Add the maintainer checklist to the pull request template)
  # pull: 4424 (PR title: Upload draft Changelog YAMLs to GitHub Release assets)
  # pull: 4426 (PR title: Revert ""Upload draft Changelog YAMLs to GitHub Release assets"")
  # pull: 4427 (PR title: [JENKINS-60740] - Rely on GitHub Actions to generate the release draft YAMLs)
```","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases (JENKINS-60661).  See link/ for the official changelogs.  For changelog.yaml drafts see the attached asset.
module may now be used from (non-Pipeline) builds to access a temporary directory associated with the build workspace.
  - type: bug
    category: bug
    pull: 4271
    issue: 42658
    authors:
    - ilpianista
    message: |-
      PR title: [JENKINS-42658] - Fix NPE in Agent API when the agent is offline (e.g. retrieving agent version or OS description)
      Proposed changelog:
      * [JENKINS-42658] - Fix NPE in Agent API when the agent is offline (e.g. retrieving agent version or OS description)
  - type: bug
    category: bug
    pull: 3904
    issue: 56152
    authors:
    - jsoref
    message: |-
      PR title: [JENKINS-56152] Improve plugin manager UI wording + [JENKINS-56173] - Fix JavaScript error in Plugin Manager when optional dependency metadata cannot be retrieved
      Proposed changelog:
      * [JENKINS-56152], bug - Improve wording in Plugin Manager UI
      * [JENKINS-56173], bug - Fix JavaScript error in Plugin Manager when optional dependency metadata cannot be retrieved
  - type: bug
    category: bug
    pull: 4420
    authors:
    - darxriggs
    message: |-
      PR title: Fix minor issues in localization files (escaping, incomplete entries, etc.)
  - type: bug
    category: bug
    pull: 4418
    authors:
    - darxriggs
    message: |-
      PR title: Fix typos & spelling in Javadoc and WebUI
pull: 4379 (PR title: [JENKINS-36720] - Fix Spotbugs issues (SE_COMPARATOR_SHOULD_BE_SERIALIZABLE, ES_COMPARING_STRINGS_WITH_EQ))
# pull: 4412 (PR title: Simplify CoreUpdateMonitor/message.properties: changelog.url → jenkins-version.properties)
  # pull: 4421 (PR title: Inlining test-pom into test and removing test-jdk8)
  # pull: 4423 (PR title: Add the maintainer checklist to the pull request template)
  # pull: 4424 (PR title: Upload draft Changelog YAMLs to GitHub Release assets)
  # pull: 4426 (PR title: Revert ""Upload draft Changelog YAMLs to GitHub Release assets"")
  # pull: 4427 (PR title: [JENKINS-60740] - Rely on GitHub Actions to generate the release draft YAMLs)
```"
245,"This an out-of order release with critical regression fix in Jenkins 2.212.
Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Major BUGs and regressions

type: major bug
  message: |-
    Fix plugin class resource loading failures for plugins which include library JARs.
    At least the script-security and active-directory plugins are known to be affected.
    (regression in 2.112)
  pull: 4419
  references:
issue: 60641
issue: 60644
  authors:
jglick



```","This an out-of order release with critical regression fix in Jenkins 2.212.
Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Major BUGs and regressions
type: major bug
  message: |-
    Fix plugin class resource loading failures for plugins which include library JARs.
    At least the script-security and active-directory plugins are known to be affected.
    (regression in 2.112)
  pull: 4419
  references:
issue: 60641
issue: 60644
  authors:
jglick
```"
246,"| WARNING: There is a serious regression reported for this release JENKINS-60644 |
| --- |
Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Bug fixes

type: bug
  issue: 60625
  message: |-
    Prevent Jenkins page rendering from being blocked when the update center data parsing is in progress
  pull: 4413
  authors:
jglick


type: bug
  message: |-
    Return error when invalid string is passed as a Run status CLI argument
  pull: 4212
  authors:
StefanSpieker


type: bug
  issue: 60449
  message: |-
    Fix and edge case of OptionalExtension blowing up Jenkins
  pull: 4393
  authors:
Vlatombe



Internal changes

type: rfe
  message: |-
    Introduce new AntClassLoader.getUrl() method to prevent code duplication
  pull: 4254
  authors:
jsoref
```


","| WARNING: There is a serious regression reported for this release JENKINS-60644 |
| --- |
Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Bug fixes
type: bug
  issue: 60625
  message: |-
    Prevent Jenkins page rendering from being blocked when the update center data parsing is in progress
  pull: 4413
  authors:
jglick
type: bug
  message: |-
    Return error when invalid string is passed as a Run status CLI argument
  pull: 4212
  authors:
StefanSpieker
type: bug
  issue: 60449
  message: |-
    Fix and edge case of OptionalExtension blowing up Jenkins
  pull: 4393
  authors:
Vlatombe
Internal changes
type: rfe
  message: |-
    Introduce new AntClassLoader.getUrl() method to prevent code duplication
  pull: 4254
  authors:
jsoref
```"
247,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
RFEs

type: todo
  issue: 21311
  message: |-
    Make the queue/cancelItem API an API.
  pull: 4395
  authors:
PierreBtz



Internal changes

type: todo
  message: |-
    Add Jenkins Changelog Generator to the GitHub Actions release drafter Pipeline
  pull: 4406
  authors:
oleg-nenashev


type: todo
  message: |-
    Remove unused direct dependency commons-codec from Jenkins CLI
  pull: 4378
  authors:
cesarsotovalero
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
RFEs
type: todo
  issue: 21311
  message: |-
    Make the queue/cancelItem API an API.
  pull: 4395
  authors:
PierreBtz
Internal changes
type: todo
  message: |-
    Add Jenkins Changelog Generator to the GitHub Actions release drafter Pipeline
  pull: 4406
  authors:
oleg-nenashev
type: todo
  message: |-
    Remove unused direct dependency commons-codec from Jenkins CLI
  pull: 4378
  authors:
cesarsotovalero
```"
248,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Major BUGs and regressions

type: major-bug
  issue: 60513
  message: |-
    Add transient to SCMDescriptor#generation AtomicInteger to fix serialization warnings
  pull: 4400
  authors:
StefanSpieker


type: major-bug
  issue: 59107
  message: |-
    User is no longer logged out when authenticating another user
  pull: 4394
  authors:
jvz



Bug fixes

type: bug
  issue: 60554
  message: |-
    EscapedMarkupFormatter did not properly handle a null argument
  pull: 4401
  authors:
jglick


type: bug
  issue: 60553
  message: |-
    Remove teamconcert with security warning from wizard (SECURITY-1605)
  pull: 4397
  authors:
daniel-beck


type: bug
  issue: 60351
  message: |-
    Make it possible to disable multiple deletion attempts by setting the hudson.Util.maxFileDeletionRetries system property to zero
  pull: 4382
  authors:
jtnord
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Major BUGs and regressions
type: major-bug
  issue: 60513
  message: |-
    Add transient to SCMDescriptor#generation AtomicInteger to fix serialization warnings
  pull: 4400
  authors:
StefanSpieker
type: major-bug
  issue: 59107
  message: |-
    User is no longer logged out when authenticating another user
  pull: 4394
  authors:
jvz
Bug fixes
type: bug
  issue: 60554
  message: |-
    EscapedMarkupFormatter did not properly handle a null argument
  pull: 4401
  authors:
jglick
type: bug
  issue: 60553
  message: |-
    Remove teamconcert with security warning from wizard (SECURITY-1605)
  pull: 4397
  authors:
daniel-beck
type: bug
  issue: 60351
  message: |-
    Make it possible to disable multiple deletion attempts by setting the hudson.Util.maxFileDeletionRetries system property to zero
  pull: 4382
  authors:
jtnord
```"
249,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Bug fixes

type: bug
  issue: 59656
  message: |-
    Check build ID before interrupting from the executors widget
  pull: 4264
  authors:
thomasgl-orange



Developer-facing changes (APIs, extensions, etc.)

type: rfe
  message: |-
    Replace SCMDescriptor#generation integer with AtomicInteger to fix the concurrency issue reported by SpotBugs
  pull: 4337
  authors:
StefanSpieker
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Bug fixes
type: bug
  issue: 59656
  message: |-
    Check build ID before interrupting from the executors widget
  pull: 4264
  authors:
thomasgl-orange
Developer-facing changes (APIs, extensions, etc.)
type: rfe
  message: |-
    Replace SCMDescriptor#generation integer with AtomicInteger to fix the concurrency issue reported by SpotBugs
  pull: 4337
  authors:
StefanSpieker
```"
250,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Bug fixes

type: bug
  issue: 60278
  message: |-
    Prevent unhandled errors when Whitelisted Commands input in agent to master security settings is empty
  pull: 4373
  authors:
fedepell


type: bug
  issue: 57304
  message: |-
    Properly remove one-off executors from piling up in Computer.removeExecutor()
  pull: 4329
  authors:
lgoenner


type: bug
  message: |-
    Fix online example/documentation for File Access Rules
  pull: 4383
  authors:
fedepell
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Bug fixes
type: bug
  issue: 60278
  message: |-
    Prevent unhandled errors when Whitelisted Commands input in agent to master security settings is empty
  pull: 4373
  authors:
fedepell
type: bug
  issue: 57304
  message: |-
    Properly remove one-off executors from piling up in Computer.removeExecutor()
  pull: 4329
  authors:
lgoenner
type: bug
  message: |-
    Fix online example/documentation for File Access Rules
  pull: 4383
  authors:
fedepell
```"
251,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
RFEs

type: todo
  message: |-
    Update bundled script-security to 1.68
  pull: 4367
  authors:
daniel-beck



Bug fixes

type: todo
  issue: 6798
  message: |-
    Redirect on HTTP 502, 503, 504
  pull: 4366
  authors:
Vlatombe
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
RFEs
type: todo
  message: |-
    Update bundled script-security to 1.68
  pull: 4367
  authors:
daniel-beck
Bug fixes
type: todo
  issue: 6798
  message: |-
    Redirect on HTTP 502, 503, 504
  pull: 4366
  authors:
Vlatombe
```"
252,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Major RFE

type: major-rfe
  message: |-
    Deprecate the macOS native installer packaging.
  references:
        - url: https://jenkins.io/blog/2019/11/25/macos-native-installer-deprecation/
          title: Announcement blog post
  authors:
oleg-nenashev



RFEs

type: todo
  message: |-
    Set the HttpOnly flag for the page auto-refresh tokens
  pull: 4363
  authors:
StefanSpieker


type: todo
  message: |-
    Introduce JUnit5 as testing backend for CLI tests
  pull: 4220
  authors:
StefanSpieker


type: todo
  issue: 60189
  message: |-
    Open plugin and license links on a separate tab
  pull: 4362
  authors:
fqueiruga



Bug fixes

type: todo
  issue: 60092
  message: |-
    Prevent NullPointerException in ViewGroupMixIn#getPrimaryView() if no view is defined, return null instead
  pull: 4348
  authors:
pilou-


type: todo
  issue: 60167
  message: |-
    Fix AtomicFileWriter performance issue on CephFS in case of Empty File creation
  pull: 4357
  authors:
bulanovk



Developer-facing changes (APIs, extensions, etc.)

type: todo
  issue: 60092
  message: |-
    Developer: ViewGroupMixIn#getPrimaryView() may return null, and it needs to be checked by plugins depending on this version of weekly and beyond.
    It is an intermediate state until a default view is implemented.
  pull: 4348
  authors:
pilou-


type: todo
  message: |-
    Developer: Introduce JUnit5 as testing backend for CLI tests
  pull: 4220
  authors:
StefanSpieker
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Major RFE
type: major-rfe
  message: |-
    Deprecate the macOS native installer packaging.
  references:
        - url: link/
          title: Announcement blog post
  authors:
oleg-nenashev
RFEs
type: todo
  message: |-
    Set the HttpOnly flag for the page auto-refresh tokens
  pull: 4363
  authors:
StefanSpieker
type: todo
  message: |-
    Introduce JUnit5 as testing backend for CLI tests
  pull: 4220
  authors:
StefanSpieker
type: todo
  issue: 60189
  message: |-
    Open plugin and license links on a separate tab
  pull: 4362
  authors:
fqueiruga
Bug fixes
type: todo
  issue: 60092
  message: |-
    Prevent NullPointerException in ViewGroupMixIn#getPrimaryView() if no view is defined, return null instead
  pull: 4348
  authors:
pilou-
type: todo
  issue: 60167
  message: |-
    Fix AtomicFileWriter performance issue on CephFS in case of Empty File creation
  pull: 4357
  authors:
bulanovk
Developer-facing changes (APIs, extensions, etc.)
type: todo
  issue: 60092
  message: |-
    Developer: ViewGroupMixIn#getPrimaryView() may return null, and it needs to be checked by plugins depending on this version of weekly and beyond.
    It is an intermediate state until a default view is implemented.
  pull: 4348
  authors:
pilou-
type: todo
  message: |-
    Developer: Introduce JUnit5 as testing backend for CLI tests
  pull: 4220
  authors:
StefanSpieker
```"
253,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Major RFE

type: todo
  message: |-
    Move cloud configuration out of Configure System
  pull: 4339
  authors:
daniel-beck


type: todo
  message: |-
    Hide password form fields by default
  pull: 3991
  authors:
daniel-beck



RFEs

type: todo
  message: |-
    Reduce log levels for successful run completion and update center polling events
  pull: 4345
  authors:
saledouble


type: todo
  issue: 56553
  message: |-
    Make proxy config compatible with JCasC without workarounds on the plugin side
  pull: 3935
  authors:
timja


type: todo
  issue: 6722
  message: |-
    Show agent error status on the dashboard
  pull: 4322
  authors:
Austry


type: todo
  issue: 59508
  message: |-
    Sidebar links show full label on hover
  pull: 4349
  authors:
fqueiruga


type: todo
  message: |-
    Remove unused jenkins-slave.xml file from the Core
  pull: 4330
  authors:
tsparber


type: todo
  message: |-
    Try to execute flyweight tasks on the master
  pull: 3983
  authors:
daniel-beck


type: todo
  issue: 60098
  message: |-
    Upgrade to winstone 5.4 to take advantage of Jetty 9.4.22
  pull: 4347
  authors:
olamy



Bug fixes

type: todo
  issue: 59665
  message: |-
    Fix sorting of the Uninstall column in the Install pane of the Plugin Manager 
  pull: 4298
  authors:
DarphBobo


type: todo
  issue: 59793
  message: |-
    Avoid hanging jobs with faulty SubTasks
  pull: 4346
  authors:
MRamonLeon


type: todo
  issue: 59631
  message: |-
    Fix styling issue in build history table
  pull: 4342
  authors:
kdanW


type: todo
  message: |-
    Remove the Remoting library from jenkins-cli.jar
  pull: 4350
  authors:
jglick



Developer-facing changes (APIs, extensions, etc.)

type: todo
  message: |-
    Switch from maven-jenkins-dev-plugin to upstream jetty-maven-plugin
  pull: 4351
  authors:
jglick



Internal changes

type: todo
  message: |-
    Switch from maven-jenkins-dev-plugin to upstream jetty-maven-plugin
  pull: 4351
  authors:
jglick
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Major RFE
type: todo
  message: |-
    Move cloud configuration out of Configure System
  pull: 4339
  authors:
daniel-beck
type: todo
  message: |-
    Hide password form fields by default
  pull: 3991
  authors:
daniel-beck
RFEs
type: todo
  message: |-
    Reduce log levels for successful run completion and update center polling events
  pull: 4345
  authors:
saledouble
type: todo
  issue: 56553
  message: |-
    Make proxy config compatible with JCasC without workarounds on the plugin side
  pull: 3935
  authors:
timja
type: todo
  issue: 6722
  message: |-
    Show agent error status on the dashboard
  pull: 4322
  authors:
Austry
type: todo
  issue: 59508
  message: |-
    Sidebar links show full label on hover
  pull: 4349
  authors:
fqueiruga
type: todo
  message: |-
    Remove unused jenkins-slave.xml file from the Core
  pull: 4330
  authors:
tsparber
type: todo
  message: |-
    Try to execute flyweight tasks on the master
  pull: 3983
  authors:
daniel-beck
type: todo
  issue: 60098
  message: |-
    Upgrade to winstone 5.4 to take advantage of Jetty 9.4.22
  pull: 4347
  authors:
olamy
Bug fixes
type: todo
  issue: 59665
  message: |-
    Fix sorting of the Uninstall column in the Install pane of the Plugin Manager 
  pull: 4298
  authors:
DarphBobo
type: todo
  issue: 59793
  message: |-
    Avoid hanging jobs with faulty SubTasks
  pull: 4346
  authors:
MRamonLeon
type: todo
  issue: 59631
  message: |-
    Fix styling issue in build history table
  pull: 4342
  authors:
kdanW
type: todo
  message: |-
    Remove the Remoting library from jenkins-cli.jar
  pull: 4350
  authors:
jglick
Developer-facing changes (APIs, extensions, etc.)
type: todo
  message: |-
    Switch from maven-jenkins-dev-plugin to upstream jetty-maven-plugin
  pull: 4351
  authors:
jglick
Internal changes
type: todo
  message: |-
    Switch from maven-jenkins-dev-plugin to upstream jetty-maven-plugin
  pull: 4351
  authors:
jglick
```"
254,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
RFEs

type: rfe
  issue: 59679
  message: |-
    Plugin links in Plugin Manager always point to the plugin site instead of the Jenkins Wiki
  pull: 4273
  authors:
zbynek


type: rfe
  message: |-
    Increase the number of datapoints recorded for multistage time series graphs such as those used for load statistics
  pull: 4341
  authors:
daniel-beck


type: rfe
  message: |-
    Update Remoting from 3.35 to 3.36 for minor maintenance improvements and two new command line options ""-help"" and ""-version""
  pull: 4340
  authors:
jeffret-b



Bug fixes

type: bug
  issue: 59886
  message: |-
    Strengthen the queue to prevent canTake() and canRun() implementations in NodeProperty and QueueTaskDispatcher extensions from hanging the queue
  pull: 4311
  authors:
MRamonLeon



Localization

type: rfe
  message: |-
    Fix Jenkins renaming leftovers in Turkish localization
  pull: 4326
  authors:
mustafau
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
RFEs
type: rfe
  issue: 59679
  message: |-
    Plugin links in Plugin Manager always point to the plugin site instead of the Jenkins Wiki
  pull: 4273
  authors:
zbynek
type: rfe
  message: |-
    Increase the number of datapoints recorded for multistage time series graphs such as those used for load statistics
  pull: 4341
  authors:
daniel-beck
type: rfe
  message: |-
    Update Remoting from 3.35 to 3.36 for minor maintenance improvements and two new command line options ""-help"" and ""-version""
  pull: 4340
  authors:
jeffret-b
Bug fixes
type: bug
  issue: 59886
  message: |-
    Strengthen the queue to prevent canTake() and canRun() implementations in NodeProperty and QueueTaskDispatcher extensions from hanging the queue
  pull: 4311
  authors:
MRamonLeon
Localization
type: rfe
  message: |-
    Fix Jenkins renaming leftovers in Turkish localization
  pull: 4326
  authors:
mustafau
```"
255,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Major RFE

type: todo
  issue: 19887
  message: |-
    Allow time zone to be set on a per user basis
  pull: 4113
  authors:
silent-snowman



RFEs

type: todo
  message: |-
    Minor improvements to the logging UI
  pull: 4305
  authors:
daniel-beck


type: todo
  message: |-
    Update the Plugin Manager Updates View with more Info about incompatible dependencies and change CSS classes
  pull: 4299
  authors:
andipabst


type: todo
  issue: 17459
  message: |-
    Clicking red/yellow/green icons link to the build Console
  pull: 4312
  authors:
rcsalome



Bug fixes

type: todo
  issue: 59775
  message: |-
    Ensure that PluginManager.start runs as SYSTEM
  pull: 4320
  authors:
Dohbedoh


type: todo
  issue: 59859
  message: |-
    Make resource root URL tokens work with user names containing "":""
  pull: 4307
  authors:
daniel-beck


type: todo
  issue: 59904
  message: |-
    avoid NullPointerException when there are no cookies in the request
  pull: 4315
  authors:
mawinter69



Developer-facing changes (APIs, extensions, etc.)

type: todo
  message: |-
    Exposing basics of ResourceDomainConfiguration via Java API
  pull: 4335
  authors:
jglick
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Major RFE
type: todo
  issue: 19887
  message: |-
    Allow time zone to be set on a per user basis
  pull: 4113
  authors:
silent-snowman
RFEs
type: todo
  message: |-
    Minor improvements to the logging UI
  pull: 4305
  authors:
daniel-beck
type: todo
  message: |-
    Update the Plugin Manager Updates View with more Info about incompatible dependencies and change CSS classes
  pull: 4299
  authors:
andipabst
type: todo
  issue: 17459
  message: |-
    Clicking red/yellow/green icons link to the build Console
  pull: 4312
  authors:
rcsalome
Bug fixes
type: todo
  issue: 59775
  message: |-
    Ensure that PluginManager.start runs as SYSTEM
  pull: 4320
  authors:
Dohbedoh
type: todo
  issue: 59859
  message: |-
    Make resource root URL tokens work with user names containing "":""
  pull: 4307
  authors:
daniel-beck
type: todo
  issue: 59904
  message: |-
    avoid NullPointerException when there are no cookies in the request
  pull: 4315
  authors:
mawinter69
Developer-facing changes (APIs, extensions, etc.)
type: todo
  message: |-
    Exposing basics of ResourceDomainConfiguration via Java API
  pull: 4335
  authors:
jglick
```"
256,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Major BUGs and regressions

type: todo
  issue: 58296
  message: |-
    Prevent projects from being triggered twice when using File Parameter and recent Firefox versions
  pull: 4246
  authors:
thomasgl-orange



RFEs

type: todo
  message: |-
    Add telemetry for 'auto refresh' feature
  pull: 3894
  authors:
daniel-beck


type: todo
  message: |-
    Add java.util.concurrent.ConcurrentLinkedDeque to the class deserialization whitelist (JEP-200)
  pull: 4300
  authors:
anafke



Developer-facing changes (APIs, extensions, etc.)

type: todo
  message: |-
    Introduce new Run#getBuildsOverThreshold() method for getting runs above the desired execution result
  pull: 4259
  authors:
jsoref
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Major BUGs and regressions
type: todo
  issue: 58296
  message: |-
    Prevent projects from being triggered twice when using File Parameter and recent Firefox versions
  pull: 4246
  authors:
thomasgl-orange
RFEs
type: todo
  message: |-
    Add telemetry for 'auto refresh' feature
  pull: 3894
  authors:
daniel-beck
type: todo
  message: |-
    Add java.util.concurrent.ConcurrentLinkedDeque to the class deserialization whitelist (JEP-200)
  pull: 4300
  authors:
anafke
Developer-facing changes (APIs, extensions, etc.)
type: todo
  message: |-
    Introduce new Run#getBuildsOverThreshold() method for getting runs above the desired execution result
  pull: 4259
  authors:
jsoref
```"
257,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs. 
```yaml
Bug fixes

type: todo
  issue: 59849
  message: |-
    Don't fail to serve resource files with nontrivial names
  pull: 4302
  authors:
daniel-beck


type: todo
  issue: 59800
  message: |-
    Add line-height CSS property to fix the ""Create Administrator Account"" view headlines
  pull: 4295
  authors:
andipabst



Localization

type: todo
  message: |-
    Add Polish translations
  pull: 4291
  authors:
damianszczepanik



Internal changes

type: todo
  issue: 36720
  message: |-
    Spotbugs fix CO_COMPARETO_INCORRECT_FLOATING
  pull: 4289
  authors:
ventojna
```


","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs. 
```yaml
Bug fixes
type: todo
  issue: 59849
  message: |-
    Don't fail to serve resource files with nontrivial names
  pull: 4302
  authors:
daniel-beck
type: todo
  issue: 59800
  message: |-
    Add line-height CSS property to fix the ""Create Administrator Account"" view headlines
  pull: 4295
  authors:
andipabst
Localization
type: todo
  message: |-
    Add Polish translations
  pull: 4291
  authors:
damianszczepanik
Internal changes
type: todo
  issue: 36720
  message: |-
    Spotbugs fix CO_COMPARETO_INCORRECT_FLOATING
  pull: 4289
  authors:
ventojna
```"
