Index,Release Note
172,"What's Changed?

fix: cached symlinks causing cache misses (#491)
fix: handle dead symlinks in walk (#569)

What's coming?
In v1.1.x, we'll be moving configuration into turbo.json and using the new packageManager key to detect the package manager even faster. We're also going to be publishing a new package to assist with this and future incremental migrations called @turbo/codemod. All of the changes coming are backwards compatible. turbo will show a warning message along with the command you should run to execute the necessary migration. 
Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.28...v1.0.29"
173,"What's Changed

fix: handle dead symlinks in walk by @markjm in https://github.com/vercel/turborepo/pull/569
chore: fixed typo on ancestralHash by @sebasrodriguez in https://github.com/vercel/turborepo/pull/578
Add @turbo/codemod package by @jaredpalmer in https://github.com/vercel/turborepo/pull/556
fix: warn when no packageManager by @Xenfo in https://github.com/vercel/turborepo/pull/579
Fix e2e example check by @jaredpalmer in https://github.com/vercel/turborepo/pull/580
fix: stop ignoring package.json by @Xenfo in https://github.com/vercel/turborepo/pull/581
docs(typo): corrects ""sepecify"" by @SuttonJack in https://github.com/vercel/turborepo/pull/585
fix: conditionally set arch when installing hyperfine by @virtuoushub in https://github.com/vercel/turborepo/pull/584
fix: run examples by @Xenfo in https://github.com/vercel/turborepo/pull/583
fix: cached symlinks causing cache misses by @adamelmore in https://github.com/vercel/turborepo/pull/491

New Contributors

@Xenfo made their first contribution in https://github.com/vercel/turborepo/pull/544
@chentsulin made their first contribution in https://github.com/vercel/turborepo/pull/568
@sebasrodriguez made their first contribution in https://github.com/vercel/turborepo/pull/578
@SuttonJack made their first contribution in https://github.com/vercel/turborepo/pull/585
@virtuoushub made their first contribution in https://github.com/vercel/turborepo/pull/584
@adamelmore made their first contribution in https://github.com/vercel/turborepo/pull/491

Full Changelog: https://github.com/vercel/turborepo/compare/v1.1.0-canary.1...v1.1.0-canary.2"
174,"What's Changed

Add yarn berry node_modules linker, CRLF/LF, and update prune by @Xenfo in https://github.com/vercel/turborepo/pull/544
Fix channel closing on errors by @jaredpalmer in https://github.com/vercel/turborepo/pull/557
docs(configuration): fix commas in JSON by @chentsulin in https://github.com/vercel/turborepo/pull/568
Fix syml/yaml lockfile indentation in turbo prune by @jaredpalmer in https://github.com/vercel/turborepo/pull/574

New Contributors

@chentsulin made their first contribution in https://github.com/vercel/turborepo/pull/568

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.26...v1.1.0-canary.1"
175,"What's changed?

Updated next-env.d.ts in create-turbo so that there isn't a cache miss on the first run due to altered source

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.27...v1.0.28"
176,"What's changed?

Patched bug causing turbo to hang on errors #557 

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.26...v1.0.27"
177,"What's Changed

fix a typo in hashable env pairs array name by @hemache in https://github.com/vercel/turborepo/pull/547

New Contributors

@hemache made their first contribution in https://github.com/vercel/turborepo/pull/547

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.25...v1.0.26"
178,"What's new?
Environment variable dependencies and hashing
When you use turbo with tools which inline environment variables at build time (e.g. Next.js or Create React App), it is important you tell turbo about it. Otherwise, you could ship a cached artifact with the wrong environment variables!
With this release, you can now change a task hash by doing any of the following:

(new) Including environment variables in a dependsOn in your pipeline definition prefixed by a $ will impact the cache fingerprint on a per-task or per-package-task basis. 
(new) Including environment variables in globalDependencies list prefixed by a $ will impact the cache fingerprint of all tasks.
Including files or globs of files in globalDependencies will impact the cache fingerprint of all tasks.
(new) The value of any environment variable that includes THASH in its name will impact the cache fingerprint of all tasks.

Example Configuration
json5
{
  ""turbo"": {
    ""pipeline"": {
      ""build"": {
        ""dependsOn"": {
          ""^build""
          // env vars will impact hashes of all ""build"" tasks
          ""$SOME_ENV_VAR""
        },
        ""outputs"": [""dist/**""]
      },
      ""web#build"": { // override settings for the ""build"" task for the ""web"" app
        ""dependsOn"": [
          ""^build"",
           // env vars that will impact the hash of ""build"" task for only ""web"" app
           ""$STRIPE_SECRET_KEY"",
           ""$NEXT_PUBLIC_STRIPE_PUBLIC_KEY"",
           ""$NEXT_PUBLIC_ANALYTICS_ID"",
        ],
        ""outputs"": ["".next/**""],
      },
      ""docs#build"": { // override settings for the ""build"" task for the ""docs"" app
        ""dependsOn"": [
          ""^build"",
           // env vars that will impact the hash of ""build"" task for only ""web"" app
           ""$STRIPE_SECRET_KEY"",
           ""$NEXT_PUBLIC_STRIPE_PUBLIC_KEY"",
           ""$NEXT_PUBLIC_ANALYTICS_ID"",
        ],
        ""outputs"": ["".next/**""],
      }
    },
    ""baseBranch"": ""origin/main"",
    ""globalDependencies"": [
      ""$GITHUB_TOKEN""// env var that will impact the hashes of all tasks,
      ""tsconfig.json"" // file contents will impact the hashes of all tasks,
      "".env.*"" // glob file contents will impact the hashes of all tasks,
    ],
  }
}
Bugfixes

Correctly show pnpx command in create-turbo
Treat symlink directory as directory in globalDependencies
Fix cpu overloading during long running tasks
Better error message when workspaces are not defined

Commits

Bump @babel/core from 7.16.0 to 7.16.7 by @dependabot in https://github.com/vercel/turborepo/pull/477
fix kitchen-sink test #466 by @kbenrafik in https://github.com/vercel/turborepo/pull/473
Bump @types/jest from 27.0.3 to 27.4.0 by @dependabot in https://github.com/vercel/turborepo/pull/476
docs: Fix gap on open mobile nav with banner by @jaredpalmer in https://github.com/vercel/turborepo/pull/507
docs: Papercuts by @jaredpalmer in https://github.com/vercel/turborepo/pull/513
docs: add missing flag for pnpm install command by @fwouts in https://github.com/vercel/turborepo/pull/520
docs: add privacy / security questions to faq by @jaredpalmer in https://github.com/vercel/turborepo/pull/522
fix: pnpx command is deprecated in version 6.x by @KieSun in https://github.com/vercel/turborepo/pull/486
fix: treat symlink directory as directory by @markjm in https://github.com/vercel/turborepo/pull/532
fix: Move runOptions stream checks before the for loop to prevent cpu load by @marcinbunsch in https://github.com/vercel/turborepo/pull/529
QoL changes for using examples by @markjm in https://github.com/vercel/turborepo/pull/518
Hash env vars by @jaredpalmer in https://github.com/vercel/turborepo/pull/495
fix: error when workspaces are not defined by @KarolNov in https://github.com/vercel/turborepo/pull/472

New Contributors

@kbenrafik made their first contribution in https://github.com/vercel/turborepo/pull/473
@fwouts made their first contribution in https://github.com/vercel/turborepo/pull/520
@KieSun made their first contribution in https://github.com/vercel/turborepo/pull/486
@markjm made their first contribution in https://github.com/vercel/turborepo/pull/532
@marcinbunsch made their first contribution in https://github.com/vercel/turborepo/pull/529
@KarolNov made their first contribution in https://github.com/vercel/turborepo/pull/472

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.24...v1.0.25"
179,"What's Changed

Bump @babel/core from 7.16.0 to 7.16.7 by @dependabot in https://github.com/vercel/turborepo/pull/477
fix kitchen-sink test #466 by @kbenrafik in https://github.com/vercel/turborepo/pull/473
Bump @types/jest from 27.0.3 to 27.4.0 by @dependabot in https://github.com/vercel/turborepo/pull/476
docs: Fix gap on open mobile nav with banner by @jaredpalmer in https://github.com/vercel/turborepo/pull/507
docs: Papercuts by @jaredpalmer in https://github.com/vercel/turborepo/pull/513
docs: add missing flag for pnpm install command by @fwouts in https://github.com/vercel/turborepo/pull/520
docs: add privacy / security questions to faq by @jaredpalmer in https://github.com/vercel/turborepo/pull/522
fix: pnpx command is deprecated in version 6.x by @KieSun in https://github.com/vercel/turborepo/pull/486
fix: treat symlink directory as directory by @markjm in https://github.com/vercel/turborepo/pull/532
fix: Move runOptions stream checks before the for loop to prevent cpu load by @marcinbunsch in https://github.com/vercel/turborepo/pull/529
QoL changes for using examples by @markjm in https://github.com/vercel/turborepo/pull/518
Hash env vars by @jaredpalmer in https://github.com/vercel/turborepo/pull/495
fix: error when workspaces are not defined by @KarolNov in https://github.com/vercel/turborepo/pull/472

New Contributors

@kbenrafik made their first contribution in https://github.com/vercel/turborepo/pull/473
@fwouts made their first contribution in https://github.com/vercel/turborepo/pull/520
@KieSun made their first contribution in https://github.com/vercel/turborepo/pull/486
@markjm made their first contribution in https://github.com/vercel/turborepo/pull/532
@marcinbunsch made their first contribution in https://github.com/vercel/turborepo/pull/529
@KarolNov made their first contribution in https://github.com/vercel/turborepo/pull/472

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.24...v1.0.25-canary.1"
180,"What's New?
Hashing Environment Variables
When you use turbo with tools which inline environment variables at build time (e.g. Next.js or Create React App), it is important you tell turbo about it. Otherwise, you could ship a cached artifact with the wrong environment variables!
With this PR, you can now change a task hash by doing any of the following:

Including environment variables in a dependsOn in your pipeline definition prefixed by a $ will impact the cache fingerprint on a per-task or per-package-task basis.
Including environment variables in globalDependencies list prefixed by a $ will impact the cache fingerprint of all tasks.
Including files or globs of files in globalDependencies will impact the cache fingerprint of all tasks.
The value of any environment variable that includes THASH in its name will impact the cache fingerprint of all tasks.

Example Configuration
json5
{
  ""turbo"": {
    ""pipeline"": {
      ""build"": {
        ""dependsOn"": {
          ""^build""
          // env vars will impact hashes of all ""build"" tasks
          ""$SOME_ENV_VAR""
        },
        ""outputs"": [""dist/**""]
      },
      ""web#build"": { // override settings for the ""build"" task for the ""web"" app
        ""dependsOn"": [
          ""^build"",
           // env vars that will impact the hash of ""build"" task for only ""web"" app
           ""$STRIPE_SECRET_KEY"",
           ""$NEXT_PUBLIC_STRIPE_PUBLIC_KEY"",
           ""$NEXT_PUBLIC_ANALYTICS_ID"",
        ],
        ""outputs"": ["".next/**""],
      },
      ""docs#build"": { // override settings for the ""build"" task for the ""docs"" app
        ""dependsOn"": [
          ""^build"",
           // env vars that will impact the hash of ""build"" task for only ""web"" app
           ""$STRIPE_SECRET_KEY"",
           ""$NEXT_PUBLIC_STRIPE_PUBLIC_KEY"",
           ""$NEXT_PUBLIC_ANALYTICS_ID"",
        ],
        ""outputs"": ["".next/**""],
      }
    },
    ""baseBranch"": ""origin/main"",
    ""globalDependencies"": [
      ""$GITHUB_TOKEN""// env var that will impact the hashes of all tasks,
      ""tsconfig.json"" // file contents will impact the hashes of all tasks,
      "".env.*"" // glob file contents will impact the hashes of all tasks,
    ],
  }
}
Commits

Bump @babel/core from 7.16.0 to 7.16.7 by @dependabot in https://github.com/vercel/turborepo/pull/477
fix kitchen-sink test #466 by @kbenrafik in https://github.com/vercel/turborepo/pull/473
Bump @types/jest from 27.0.3 to 27.4.0 by @dependabot in https://github.com/vercel/turborepo/pull/476
docs: Fix gap on open mobile nav with banner by @jaredpalmer in https://github.com/vercel/turborepo/pull/507
docs: Papercuts by @jaredpalmer in https://github.com/vercel/turborepo/pull/513
docs: add missing flag for pnpm install command by @fwouts in https://github.com/vercel/turborepo/pull/520
docs: add privacy / security questions to faq by @jaredpalmer in https://github.com/vercel/turborepo/pull/522
fix: pnpx command is deprecated in version 6.x by @KieSun in https://github.com/vercel/turborepo/pull/486

New Contributors

@kbenrafik made their first contribution in https://github.com/vercel/turborepo/pull/473
@fwouts made their first contribution in https://github.com/vercel/turborepo/pull/520
@KieSun made their first contribution in https://github.com/vercel/turborepo/pull/486

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.24...v1.0.25-canary.0"
181,"What's Changed?

Added pnpm starter to create-turbo
Fixed yarn lockfile parsing on Windows machines. In the past, windows machines would not resolve yarn deps like linux and mac, but just hash the contents of the file. This has been fixed and removed.
Fixed log output streaming so that both stderr and stdout now correctly print output regardless of which one goes first. This was causing rollup and storybook watch commands to hang

Commits

Enable pnpm starter by @jaredpalmer in https://github.com/vercel/turborepo/pull/423
examples: bump next package version by @charkour in https://github.com/vercel/turborepo/pull/424
chore: Update devcontainer  by @jaredpalmer in https://github.com/vercel/turborepo/pull/431
Add bash scripts to test all examples by @jaredpalmer in https://github.com/vercel/turborepo/pull/432
Fix yarn lockfile parsing on Windows by @jaredpalmer in https://github.com/vercel/turborepo/pull/434
chore: sync the versions of eslint to the same 7.32.0 version by @weyert in https://github.com/vercel/turborepo/pull/435
drain body to prevent potential connection thrashing by @cometkim in https://github.com/vercel/turborepo/pull/433
Merge stderr before stdout by @jaredpalmer in https://github.com/vercel/turborepo/pull/296
Prefer --include-dependencies in docs by @ericclemmons in https://github.com/vercel/turborepo/pull/450
docs: fix typo in migrate-from-lerna.mdx by @kyletsang in https://github.com/vercel/turborepo/pull/457
docs: Fix dag diagram by @jaredpalmer in https://github.com/vercel/turborepo/pull/459
Refactor log streaming by @jaredpalmer in https://github.com/vercel/turborepo/pull/462
fix: monroepo to monorepo typo by @AlaaZorkane in https://github.com/vercel/turborepo/pull/469

New Contributors

@cometkim made their first contribution in https://github.com/vercel/turborepo/pull/433
@ericclemmons made their first contribution in https://github.com/vercel/turborepo/pull/450
@kyletsang made their first contribution in https://github.com/vercel/turborepo/pull/457
@AlaaZorkane made their first contribution in https://github.com/vercel/turborepo/pull/469

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.23...v1.0.24"
182,"What's Changed

Enable pnpm starter by @jaredpalmer in https://github.com/vercel/turborepo/pull/423
examples: bump next package version by @charkour in https://github.com/vercel/turborepo/pull/424
chore: Update devcontainer  by @jaredpalmer in https://github.com/vercel/turborepo/pull/431
Add bash scripts to test all examples by @jaredpalmer in https://github.com/vercel/turborepo/pull/432
Fix yarn lockfile parsing on Windows by @jaredpalmer in https://github.com/vercel/turborepo/pull/434
chore: sync the versions of eslint to the same 7.32.0 version by @weyert in https://github.com/vercel/turborepo/pull/435
drain body to prevent potential connection thrashing by @cometkim in https://github.com/vercel/turborepo/pull/433
Merge stderr before stdout by @jaredpalmer in https://github.com/vercel/turborepo/pull/296
Prefer --include-dependencies in docs by @ericclemmons in https://github.com/vercel/turborepo/pull/450
docs: fix typo in migrate-from-lerna.mdx by @kyletsang in https://github.com/vercel/turborepo/pull/457
docs: Fix dag diagram by @jaredpalmer in https://github.com/vercel/turborepo/pull/459
Refactor log streaming by @jaredpalmer in https://github.com/vercel/turborepo/pull/462

New Contributors

@cometkim made their first contribution in https://github.com/vercel/turborepo/pull/433
@ericclemmons made their first contribution in https://github.com/vercel/turborepo/pull/450
@kyletsang made their first contribution in https://github.com/vercel/turborepo/pull/457

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.23...v1.0.24-canary.2"
183,"What's Changed

Enable pnpm starter by @jaredpalmer in https://github.com/vercel/turborepo/pull/423
examples: bump next package version by @charkour in https://github.com/vercel/turborepo/pull/424
chore: Update devcontainer  by @jaredpalmer in https://github.com/vercel/turborepo/pull/431
Add bash scripts to test all examples by @jaredpalmer in https://github.com/vercel/turborepo/pull/432
Fix yarn lockfile parsing on Windows by @jaredpalmer in https://github.com/vercel/turborepo/pull/434
chore: sync the versions of eslint to the same 7.32.0 version by @weyert in https://github.com/vercel/turborepo/pull/435
drain body to prevent potential connection thrashing by @cometkim in https://github.com/vercel/turborepo/pull/433
Merge stderr before stdout by @jaredpalmer in https://github.com/vercel/turborepo/pull/296
Prefer --include-dependencies in docs by @ericclemmons in https://github.com/vercel/turborepo/pull/450
docs: fix typo in migrate-from-lerna.mdx by @kyletsang in https://github.com/vercel/turborepo/pull/457
docs: Fix dag diagram by @jaredpalmer in https://github.com/vercel/turborepo/pull/459
Refactor log streaming by @jaredpalmer in https://github.com/vercel/turborepo/pull/462

New Contributors

@cometkim made their first contribution in https://github.com/vercel/turborepo/pull/433
@ericclemmons made their first contribution in https://github.com/vercel/turborepo/pull/450
@kyletsang made their first contribution in https://github.com/vercel/turborepo/pull/457

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.23...v1.0.24-canary.1"
184,"What's Changed

Enable pnpm starter by @jaredpalmer in https://github.com/vercel/turborepo/pull/423
examples: bump next package version by @charkour in https://github.com/vercel/turborepo/pull/424
chore: Update devcontainer  by @jaredpalmer in https://github.com/vercel/turborepo/pull/431
Add bash scripts to test all examples by @jaredpalmer in https://github.com/vercel/turborepo/pull/432
Fix yarn lockfile parsing on Windows by @jaredpalmer in https://github.com/vercel/turborepo/pull/434
chore: sync the versions of eslint to the same 7.32.0 version by @weyert in https://github.com/vercel/turborepo/pull/435
drain body to prevent potential connection thrashing by @cometkim in https://github.com/vercel/turborepo/pull/433
Merge stderr before stdout by @jaredpalmer in https://github.com/vercel/turborepo/pull/296
Prefer --include-dependencies in docs by @ericclemmons in https://github.com/vercel/turborepo/pull/450
docs: fix typo in migrate-from-lerna.mdx by @kyletsang in https://github.com/vercel/turborepo/pull/457

New Contributors

@cometkim made their first contribution in https://github.com/vercel/turborepo/pull/433
@ericclemmons made their first contribution in https://github.com/vercel/turborepo/pull/450
@kyletsang made their first contribution in https://github.com/vercel/turborepo/pull/457

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.23...v1.0.24-canary.0"
185,"What's Changed

Refactor internal implementation of --scope and adde more more e2e tests by @jaredpalmer in #421 

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.22...v1.0.23"
186,"What's Changed

Add support for Android arm64 architecture by @beastOP in https://github.com/vercel/turborepo/pull/391
Add support for Windows ARM 64, OpenBSD, NetBSD, and more by @jaredpalmer in https://github.com/vercel/turborepo/pull/412
examples: Inject react runtime for ui package by @tknickman in https://github.com/vercel/turborepo/pull/371
Use ""node"" module resolution by default for all tsconfigs by @kylemh in https://github.com/vercel/turborepo/pull/416
Turn off no-html-link-for-pages eslint rule causing false warning by @jaredpalmer in https://github.com/vercel/turborepo/pull/419
Fix regression in internal dep hashing by @jaredpalmer in https://github.com/vercel/turborepo/pull/420

New Contributors

@beastOP made their first contribution in https://github.com/vercel/turborepo/pull/391
@kylemh made their first contribution in https://github.com/vercel/turborepo/pull/416

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.21...v1.0.22"
187,"What's changed?

Fix postinstall script to work with NPM. Sorry about that! postinstall scripts are very hard to test. Going to deprecate 1.0.20 on npm since it is botched.

Commits

Export downloadedBinPath in turbo postinstall by @jaredpalmer in https://github.com/vercel/turborepo/pull/409
Set preferUnplugged in all optionalDependencies by @jaredpalmer in https://github.com/vercel/turborepo/pull/410

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.20...v1.0.21"
188,"What's new?

Fixed internal / external dependency hashing https://github.com/vercel/turborepo/pull/358
Refactored postinstall script to use optionalDependencies https://github.com/vercel/turborepo/pull/405
Fixed  pass through arguments -- parsing so that they are not mistaken for build targets

Docs

Add acknowledgements and callouts to docs (see https://turborepo.org/docs/acknowledgments)

Commits

Fix flaky getTargetsFromArgs tests by @jaredpalmer in https://github.com/vercel/turborepo/pull/356
Papercuts in context.go by @jaredpalmer in https://github.com/vercel/turborepo/pull/354
Fix internal dep hashing by @jaredpalmer in https://github.com/vercel/turborepo/pull/358
docs(guides): give appropriate attribution to Microsoft Lage by @jeffbcross in https://github.com/vercel/turborepo/pull/370
Add acknowledgements and callouts to docs by @jaredpalmer in https://github.com/vercel/turborepo/pull/373
docs: fix turborepo name by @weyert in https://github.com/vercel/turborepo/pull/382
docs: Update npmClient with pnpm option in documentation by @guillaumewuip in https://github.com/vercel/turborepo/pull/393
fix: preserve file permission by @rubiagatra in https://github.com/vercel/turborepo/pull/362
Update postinstall script to use optionalDependencies by @jaredpalmer in https://github.com/vercel/turborepo/pull/405

New Contributors

@jeffbcross made their first contribution in https://github.com/vercel/turborepo/pull/370
@guillaumewuip made their first contribution in https://github.com/vercel/turborepo/pull/393
@rubiagatra made their first contribution in https://github.com/vercel/turborepo/pull/362

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.19...v1.0.20"
189,"What's Changed

Fix flaky getTargetsFromArgs tests by @jaredpalmer in https://github.com/vercel/turborepo/pull/356
Papercuts in context.go by @jaredpalmer in https://github.com/vercel/turborepo/pull/354
Fix internal dep hashing by @jaredpalmer in https://github.com/vercel/turborepo/pull/358
docs(guides): give appropriate attribution to Microsoft Lage by @jeffbcross in https://github.com/vercel/turborepo/pull/370
Add acknowledgements and callouts to docs by @jaredpalmer in https://github.com/vercel/turborepo/pull/373
docs: fix turborepo name by @weyert in https://github.com/vercel/turborepo/pull/382
docs: Update npmClient with pnpm option in documentation by @guillaumewuip in https://github.com/vercel/turborepo/pull/393
fix: preserve file permission by @rubiagatra in https://github.com/vercel/turborepo/pull/362
Update postinstall script to use optionalDependencies by @jaredpalmer in https://github.com/vercel/turborepo/pull/405

New Contributors

@jeffbcross made their first contribution in https://github.com/vercel/turborepo/pull/370
@guillaumewuip made their first contribution in https://github.com/vercel/turborepo/pull/393
@rubiagatra made their first contribution in https://github.com/vercel/turborepo/pull/362

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.19...v1.0.20-canary.2"
190,"What's Changed

Fix flaky getTargetsFromArgs tests by @jaredpalmer in https://github.com/vercel/turborepo/pull/356
Papercuts in context.go by @jaredpalmer in https://github.com/vercel/turborepo/pull/354
Fix internal dep hashing by @jaredpalmer in https://github.com/vercel/turborepo/pull/358
docs(guides): give appropriate attribution to Microsoft Lage by @jeffbcross in https://github.com/vercel/turborepo/pull/370
Add acknowledgements and callouts to docs by @jaredpalmer in https://github.com/vercel/turborepo/pull/373
docs: fix turborepo name by @weyert in https://github.com/vercel/turborepo/pull/382
docs: Update npmClient with pnpm option in documentation by @guillaumewuip in https://github.com/vercel/turborepo/pull/393
fix: preserve file permission by @rubiagatra in https://github.com/vercel/turborepo/pull/362

New Contributors

@jeffbcross made their first contribution in https://github.com/vercel/turborepo/pull/370
@guillaumewuip made their first contribution in https://github.com/vercel/turborepo/pull/393
@rubiagatra made their first contribution in https://github.com/vercel/turborepo/pull/362

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.19...v1.0.20-canary.1"
191,"What's Changed

Fix flaky getTargetsFromArgs tests by @jaredpalmer in https://github.com/vercel/turborepo/pull/356
Papercuts in context.go by @jaredpalmer in https://github.com/vercel/turborepo/pull/354
Fix internal dep hashing by @jaredpalmer in https://github.com/vercel/turborepo/pull/358

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.19...v1.0.20-canary.0"
192,"What's Changed

Fix pass thru arguments from becoming targets by @jaredpalmer in https://github.com/vercel/turborepo/pull/351 cc @padmaia 

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.18...v1.0.19"
193,"What's Changed

Fix empty outputs behavior by @jaredpalmer in https://github.com/vercel/turborepo/pull/347
Add support for --graph=file.html by @styfle in https://github.com/vercel/turborepo/pull/329
Docs: removes ""simply"" to be more inclusive by @bmuenzenmeyer in https://github.com/vercel/turborepo/pull/342

New Contributors

@bmuenzenmeyer made their first contribution in https://github.com/vercel/turborepo/pull/342

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.17...v1.0.18"
194,"What's Changed

Correctly hash empty outputs first by @jaredpalmer in https://github.com/vercel/turborepo/pull/341

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.16...v1.0.17"
195,"What's Changed

Set user agent on GET by @jaredpalmer in https://github.com/vercel/turborepo/pull/332
Faster globbing by @jaredpalmer in https://github.com/vercel/turborepo/pull/335

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.15...v1.0.16"
196,"What's Changed

Docs debug flags #229 by @VarunSAthreya in https://github.com/vercel/turborepo/pull/319
fix(docs): fix title indent by @promer94 in https://github.com/vercel/turborepo/pull/323
Fix doublestar workspace bug by @jaredpalmer in https://github.com/vercel/turborepo/pull/310

New Contributors

@VarunSAthreya made their first contribution in https://github.com/vercel/turborepo/pull/319
@promer94 made their first contribution in https://github.com/vercel/turborepo/pull/323

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.14...v1.0.15"
197,"What's Changed

Update README.md by @Dueen in https://github.com/vercel/turborepo/pull/312
Add nodemon to api in kitchen sink by @mr-bjerre in https://github.com/vercel/turborepo/pull/316
Fix create-turbo ui typescript to support next.js dynamic imports by @jaredpalmer in https://github.com/vercel/turborepo/pull/324

New Contributors

@Dueen made their first contribution in https://github.com/vercel/turborepo/pull/312

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.13...v1.0.14"
198,"What's Changed

Allow barrel files in ui starter packages by @jaredpalmer in https://github.com/vercel/turborepo/pull/305
Remove unused zlib dependency by @styfle in https://github.com/vercel/turborepo/pull/308

New Contributors

@styfle made their first contribution in https://github.com/vercel/turborepo/pull/308

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.12...v1.0.13"
199,"What's Changed

chore: Add clean to turbo pipeline in design system example by @mr-bjerre in https://github.com/vercel/turborepo/pull/291
docs: Docs update playwright link by @tknickman in https://github.com/vercel/turborepo/pull/294
feat: Improve create-turbo instructions by @jaredpalmer in https://github.com/vercel/turborepo/pull/276
chore: removes dup base.json file from package files export by @marcomafessolli in https://github.com/vercel/turborepo/pull/297

New Contributors

@mr-bjerre made their first contribution in https://github.com/vercel/turborepo/pull/291
@tknickman made their first contribution in https://github.com/vercel/turborepo/pull/294
@marcomafessolli made their first contribution in https://github.com/vercel/turborepo/pull/297

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.11...v1.0.12"
200,"What's Changed

Fix turbo link when user has no name by @jaredpalmer in https://github.com/vercel/turborepo/pull/280

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.10...v1.0.11"
201,"What's Changed

Add more customer testimonials from Twitter. by @leerob in https://github.com/vercel/turborepo/pull/254
docs: Set timeout before closing search by @jaredpalmer in https://github.com/vercel/turborepo/pull/274
docs: Fix docs' typos by @kubaprzetakiewicz in https://github.com/vercel/turborepo/pull/273
Support yarn not installed in create-turbo by @seanyusa in https://github.com/vercel/turborepo/pull/255
Add design system example by @jaredpalmer in https://github.com/vercel/turborepo/pull/269
CLI papercuts by @jaredpalmer in https://github.com/vercel/turborepo/pull/277
Fix --global-deps 
Documented --global-deps, --cache-dir
Deprecated --cacheFolder with warning
All CLI flags should can now be dash-cased (--includeDependencies  -> --include-dependencies) 



New Contributors

@kubaprzetakiewicz made their first contribution in https://github.com/vercel/turborepo/pull/273

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.9...v1.0.10"
202,"What's Changed
create-turbo

Remove pnpm engine definition to get rid of warning 

Internal

Upgrade actions/setup-node to 2.5.x by @jaredpalmer in https://github.com/vercel/turborepo/pull/250

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.8...v1.0.9"
203,"What's Changed

Fix remote cache config detection to support just slug by @jaredpalmer in https://github.com/vercel/turborepo/pull/248

Docs

Fix homepage images by @jaredpalmer in https://github.com/vercel/turborepo/pull/238
Docs papercuts by @jaredpalmer in https://github.com/vercel/turborepo/pull/240

Chores / Internal

Better Kodiak settings by @jaredpalmer in https://github.com/vercel/turborepo/pull/234
Bump TS, Next, and fix warnings and peer deps by @jaredpalmer in https://github.com/vercel/turborepo/pull/231
Add root turbo commands to basic example by @jaredpalmer in https://github.com/vercel/turborepo/pull/245
Refactor examples folder layout to match starters by @jaredpalmer in https://github.com/vercel/turborepo/pull/246
Setup remote caching on our own GH Actions by @jaredpalmer in https://github.com/vercel/turborepo/pull/249

Full Changelog: https://github.com/vercel/turborepo/compare/v1.0.7...v1.0.8"
